ID,Session,note_quality,food_present,no_intx_yes_no,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes
1003,t9118,3,FALSE,FALSE,bb,00-Jan-00,1,so,,,FALSE,,scan
1004,t9118,3,FALSE,FALSE,gil,00-Jan-00,1,so,,,FALSE,,scan
1005,t9118,3,FALSE,FALSE,who,00-Jan-00,1,so,,,FALSE,,scan
1006,t9118,3,FALSE,FALSE,sy,00-Jan-00,1,app e2 snf,bsh,,FALSE,,scan
1007,t9118,3,FALSE,FALSE,sy,00-Jan-00,1,e2 brt app snf,bb,,FALSE,,
1008,t9118,3,FALSE,FALSE,sy,00-Jan-00,2,bo,,,FALSE,,
1009,t9118,3,FALSE,FALSE,sy,00-Jan-00,3,app snf,gil,,FALSE,,
1010,t9118,3,FALSE,FALSE,sy,00-Jan-00,3,oma eb,gil,,FALSE,,
1011,t9118,3,FALSE,FALSE,bsh,00-Jan-00,1,so,,,FALSE,,
1012,t9118,3,FALSE,FALSE,sy,00-Jan-00,2,whoop,,,FALSE,,
1013,t9118,3,FALSE,FALSE,sy,00-Jan-00,3,whoop,,,FALSE,,
1014,t9118,3,FALSE,FALSE,sy,00-Jan-00,4,whoop,,,FALSE,,
1015,t9118,3,FALSE,FALSE,sy,00-Jan-00,5,whoop,,,FALSE,,
1016,t9118,3,FALSE,FALSE,sy,00-Jan-00,6,whoop,,,FALSE,,
1017,t9118,3,FALSE,FALSE,sy,00-Jan-00,7,whoop,,,FALSE,,
1018,t9118,3,FALSE,FALSE,sy,00-Jan-00,8,whoop,,,FALSE,,
1019,t9118,3,FALSE,FALSE,sy,00-Jan-00,9,whoop,,,FALSE,,
1020,t9118,3,FALSE,FALSE,sy,00-Jan-00,10,whoop,,,FALSE,,
1021,t9118,3,FALSE,FALSE,sy,00-Jan-00,11,whoop,,,FALSE,,
1022,t9118,3,FALSE,FALSE,sy,00-Jan-00,1,whoop,,,FALSE,,
1023,t9185,3,FALSE,FALSE,sx,00-Jan-00,1,scan,,10,FALSE,,scan
1024,t9185,3,FALSE,FALSE,who,00-Jan-00,1,scan,,15,FALSE,,scan
1025,t9185,3,FALSE,FALSE,sy,00-Jan-00,1,scan,,12,FALSE,,scan
1026,t9185,3,FALSE,FALSE,fn,00-Jan-00,1,scan,,20,FALSE,,scan
1027,t9185,3,FALSE,FALSE,sy,00-Jan-00,1,brt st/lk,,5,FALSE,,
1028,t9185,3,FALSE,FALSE,fn,00-Jan-00,2,brt st/lk,,5,FALSE,,
1029,t9185,3,FALSE,FALSE,who,00-Jan-00,3,dist,,7,FALSE,,
1030,t9185,3,FALSE,FALSE,who,00-Jan-00,1,bo,,17,FALSE,,
1031,t9185,3,FALSE,FALSE,sy,00-Jan-00,2,brt snf,who,,FALSE,,
1032,t9185,3,FALSE,FALSE,fn,00-Jan-00,3,brt snf,who,,FALSE,,
1033,t9185,3,FALSE,FALSE,fa,00-Jan-00,4,dist,,5,FALSE,,
1034,t9185,3,FALSE,FALSE,fa,00-Jan-00,1,dist,,5,FALSE,,
1035,t9185,3,FALSE,FALSE,sy,00-Jan-00,2,dist,,5,FALSE,,
1036,t9185,3,FALSE,FALSE,fn,00-Jan-00,3,brt snf,who,,FALSE,,
1037,t9185,3,FALSE,FALSE,who,00-Jan-00,1,so,,,FALSE,,
1038,t9185,3,FALSE,FALSE,fn,00-Jan-00,2,brt snf,who,,FALSE,,
1039,t9185,3,FALSE,FALSE,sy,00-Jan-00,3,brt snf,who,,FALSE,,
1040,t9185,3,FALSE,FALSE,fa,00-Jan-00,4,dist,,10,FALSE,,
1041,t9185,3,FALSE,FALSE,fn,00-Jan-00,1,brt st/lk,,5,FALSE,,
1042,t9185,3,FALSE,FALSE,sy,00-Jan-00,2,brt st/lk,,5,FALSE,,
1043,t9185,3,FALSE,FALSE,who,00-Jan-00,3,st/lk,,10,FALSE,,
1044,t9185,3,FALSE,FALSE,sy,00-Jan-00,4,brt pastes,,5,TRUE,,
1045,t9185,3,FALSE,FALSE,fn,00-Jan-00,1,dist,,5,FALSE,,
1046,t9185,3,FALSE,FALSE,fa,00-Jan-00,2,dist,,10,FALSE,,
1047,t9185,3,FALSE,FALSE,tz,00-Jan-00,1,dist,,5,FALSE,,
1048,t9185,3,FALSE,FALSE,fa,00-Jan-00,1,sits grms,,3,FALSE,,
1049,t9185,3,FALSE,FALSE,tz,00-Jan-00,2,dist,,4,FALSE,,
1050,t9185,3,FALSE,FALSE,who,00-Jan-00,1,so,,30,FALSE,,
1051,t9185,3,FALSE,FALSE,fn,00-Jan-00,2,snf,who,,FALSE,,
1052,t9185,3,FALSE,FALSE,sy,00-Jan-00,3,snf,who,,FALSE,,
1053,t9185,3,FALSE,FALSE,who,00-Jan-00,1,runs oos,,,FALSE,,
1054,t11080,3,TRUE,FALSE,bsh,00-Jan-00,1,runs with carc,,,FALSE,,in response to being chased by lion
1055,t11080,3,TRUE,FALSE,jb,00-Jan-00,1,poop,,,FALSE,,
1056,t11080,3,TRUE,FALSE,bsh,00-Jan-00,2,carry carc N,,,FALSE,,
1057,t11080,3,TRUE,FALSE,jb,00-Jan-00,1,lope N chasing bat-eared fox,,,FALSE,,
1058,t11080,3,TRUE,FALSE,bsh,00-Jan-00,2,carry warthog carc lope N,,,FALSE,,
1059,t11080,3,TRUE,FALSE,jj,00-Jan-00,3,lope N,,,FALSE,,
1060,t11080,3,TRUE,FALSE,who,00-Jan-00,4,lope N,,,FALSE,,
1061,t11080,3,TRUE,FALSE,bsh,00-Jan-00,1,drops carc,,,FALSE,,
1062,t11080,3,TRUE,FALSE,jb,00-Jan-00,2,lope toward carc,,,FALSE,,
1063,t11080,3,TRUE,FALSE,jj,00-Jan-00,2,lope toward carc,,,FALSE,,
1064,t11080,3,TRUE,FALSE,who,00-Jan-00,2,lope toward carc,,,FALSE,,
1065,t11080,3,TRUE,FALSE,bsh,00-Jan-00,3,grabs carc,,,FALSE,,
1066,t16309,3,TRUE,FALSE,hml,00-Jan-00,1,brt lioness,lioness,,FALSE,gnu carcass,lioness feeds on head then abandons gnu carcass
1067,t16309,3,TRUE,FALSE,puc,00-Jan-00,1,brt lioness,lioness,,FALSE,gnu carcass,lioness feeds on head then abandons gnu carcass
1068,t16309,3,TRUE,FALSE,sein,00-Jan-00,1,brt lioness,lioness,,FALSE,gnu carcass,lioness feeds on head then abandons carcass
1069,t16309,3,TRUE,FALSE,hml,00-Jan-00,2,gets head,,,FALSE,gnu carcass head,
1070,t16309,3,TRUE,FALSE,mali,00-Jan-00,3,fds on scrap,,,FALSE,gnu carcass scrap,
1071,t16309,3,TRUE,FALSE,hem,00-Jan-00,4,fds on skin scrap,,,FALSE,skin scrap of gnu,
1072,t18707,3,FALSE,FALSE,bern,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1073,t18707,3,FALSE,FALSE,cam,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1074,t18707,3,FALSE,FALSE,exc,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1075,t18707,3,FALSE,FALSE,gol,00-Jan-00,1,bo,,,FALSE,,yound adult male lion walks towards den
1076,t18707,3,FALSE,FALSE,hg,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1077,t18707,3,FALSE,FALSE,jj,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1078,t18707,3,FALSE,FALSE,mer,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1079,t18707,3,FALSE,FALSE,mor,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1080,t18707,3,FALSE,FALSE,mp,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1081,t18707,3,FALSE,FALSE,wr,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1082,t18707,3,FALSE,FALSE,zig,00-Jan-00,1,bo,,,FALSE,,young adult male lion walks towards den
1083,t18707,3,FALSE,FALSE,bern,00-Jan-00,1,return brt,,,TRUE,,
1084,t18707,3,FALSE,FALSE,cam,00-Jan-00,1,return brt,,,FALSE,,
1085,t18707,3,FALSE,FALSE,exc,00-Jan-00,1,return brt,,,FALSE,,
1086,t18707,3,FALSE,FALSE,gol,00-Jan-00,1,return brt,,,FALSE,,
1087,t18707,3,FALSE,FALSE,hg,00-Jan-00,1,return brt,,,FALSE,,
1088,t18707,3,FALSE,FALSE,jj,00-Jan-00,1,return brt,,,FALSE,,
1089,t18707,3,FALSE,FALSE,mer,00-Jan-00,1,return brt,,,FALSE,,
1090,t18707,3,FALSE,FALSE,mor,00-Jan-00,1,return brt,,,FALSE,,
1091,t18707,3,FALSE,FALSE,mp,00-Jan-00,1,return brt,,,FALSE,,
1092,t18707,3,FALSE,FALSE,wr,00-Jan-00,1,return brt,,,FALSE,,
1093,t18707,3,FALSE,FALSE,zig,00-Jan-00,1,return brt,,,FALSE,,
1094,t18707,3,FALSE,FALSE,mer,00-Jan-00,2,hang back,,,FALSE,,
1095,t18707,3,FALSE,FALSE,hg,00-Jan-00,2,hang back,,,FALSE,,
1096,t18707,3,FALSE,FALSE,zig,00-Jan-00,2,hang back,,,FALSE,,
1097,t18707,3,FALSE,FALSE,unid,00-Jan-00,3,whoop,,,FALSE,,just says 'hyenas'. No more specifics given.
1098,t18707,3,FALSE,FALSE,bern,00-Jan-00,1,mob,lion,,TRUE,,
1099,t18707,3,FALSE,FALSE,wr,00-Jan-00,1,on fron line,,,FALSE,,
1100,t18707,3,FALSE,FALSE,bern,00-Jan-00,1,on front line,,,FALSE,,
1101,t18707,3,FALSE,FALSE,mp,00-Jan-00,1,on front line,,,FALSE,,
1102,t18707,3,FALSE,FALSE,hg,00-Jan-00,1,on front line,,,FALSE,,
1103,t18707,3,FALSE,FALSE,mer,00-Jan-00,2,hang back,,,FALSE,,
1104,t18707,3,FALSE,FALSE,zig,00-Jan-00,2,hang back,,,FALSE,,
1105,t18707,3,FALSE,FALSE,zig,00-Jan-00,1,app oma snf  face and butt,jj,,FALSE,,
1106,t18707,3,FALSE,FALSE,wr,00-Jan-00,2,mob,lion,,FALSE,,brt rush lion
1107,t18707,3,FALSE,FALSE,mp,00-Jan-00,2,mob,lion,,FALSE,,brt rush lion
1108,t18707,3,FALSE,FALSE,bern,00-Jan-00,2,mob,lion,,FALSE,,brt rush lion
1109,t18707,3,FALSE,FALSE,hg,00-Jan-00,2,mob,lion,,FALSE,,brt rush lion
1110,t18707,3,FALSE,FALSE,jj,00-Jan-00,2,mob,lion,,FALSE,,brt rush lion
1111,t18707,3,FALSE,FALSE,exc,00-Jan-00,3,mob,lion,,FALSE,,"brt rush lion, after others"
1112,t18707,3,FALSE,FALSE,mer,00-Jan-00,3,mob,lion,,FALSE,,"brt rush lion, after others"
1113,t18707,3,FALSE,FALSE,zig,00-Jan-00,3,mob,lion,,FALSE,,"brt rush lion, after others"
1114,t18707,3,FALSE,FALSE,wr,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1115,t18707,3,FALSE,FALSE,mp,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1116,t18707,3,FALSE,FALSE,bern,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1117,t18707,3,FALSE,FALSE,hg,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1118,t18707,3,FALSE,FALSE,jj,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1119,t18707,3,FALSE,FALSE,exc,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1120,t18707,3,FALSE,FALSE,mer,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1121,t18707,3,FALSE,FALSE,zig,00-Jan-00,1,bo,,,FALSE,,when rushed by lion
1122,t10847,3,TRUE,FALSE,zulu,00-Jan-00,1,scan,,,FALSE,,"possibly made kill, lion stole"
1123,t10847,3,TRUE,FALSE,mp,00-Jan-00,2,scan,,,FALSE,,"possibly made kill, lion stole"
1124,t10847,3,TRUE,FALSE,rcn,00-Jan-00,3,scan,,,FALSE,,"possibly made kill, lion stole"
1125,t10847,3,TRUE,FALSE,jone,00-Jan-00,4,scan,,,FALSE,,"possibly made kill, lion stole"
1126,t10847,3,TRUE,FALSE,kon,00-Jan-00,5,scan,,,FALSE,,"possibly made kill, lion stole"
1127,t10847,3,TRUE,FALSE,nav,00-Jan-00,6,scan,,,FALSE,,"possibly made kill, lion stole"
1128,t10847,3,TRUE,FALSE,bb,00-Jan-00,1,scan,,20-80,FALSE,,
1129,t10847,3,TRUE,FALSE,kip,00-Jan-00,2,scan,,20-80,FALSE,,
1130,t10847,3,TRUE,FALSE,ger,00-Jan-00,3,scan,,20-80,FALSE,,
1131,t10847,3,TRUE,FALSE,ot,00-Jan-00,4,scan,,20-80,FALSE,,
1132,t10847,3,TRUE,FALSE,cr,00-Jan-00,5,scan,,20-80,FALSE,,
1133,t10847,3,TRUE,FALSE,wr,00-Jan-00,6,scan,,20-80,FALSE,,
1134,t10847,3,TRUE,FALSE,jab,00-Jan-00,7,scan,,20-80,FALSE,,
1135,t10847,3,TRUE,FALSE,sy,00-Jan-00,8,scan,,20-80,FALSE,,
1136,t10847,3,TRUE,FALSE,fn,00-Jan-00,9,scan,,20-80,FALSE,,
1137,t10847,3,TRUE,FALSE,amar,00-Jan-00,10,scan,,20-80,FALSE,,
1138,t10847,3,TRUE,FALSE,jj,00-Jan-00,11,scan,,20-80,FALSE,,
1139,t10847,3,TRUE,FALSE,oly,00-Jan-00,12,scan,,20-80,FALSE,,
1140,t10847,3,TRUE,FALSE,lop,00-Jan-00,13,scan,,20-80,FALSE,,
1141,t10847,3,TRUE,FALSE,stg,00-Jan-00,14,scan,,20-80,FALSE,,
1142,t10847,3,TRUE,FALSE,rinc,00-Jan-00,15,scan,,20-80,FALSE,,
1143,t10847,3,TRUE,FALSE,ot,00-Jan-00,1,scan,,,FALSE,,
1144,t10847,3,TRUE,FALSE,fn,00-Jan-00,2,scan,,,FALSE,,
1145,t10847,3,TRUE,FALSE,cr,00-Jan-00,3,scan,,,FALSE,,
1146,t10847,3,TRUE,FALSE,lop,00-Jan-00,4,scan,,,FALSE,,
1147,t10847,3,TRUE,FALSE,kip,00-Jan-00,5,scan,,,FALSE,,
1148,t10847,3,TRUE,FALSE,jj,00-Jan-00,6,scan,,,FALSE,,
1149,t10847,3,TRUE,FALSE,bb,00-Jan-00,7,scan,,,FALSE,,
1150,t10847,3,TRUE,FALSE,sy,00-Jan-00,8,scan,,,FALSE,,
1151,t10847,3,TRUE,FALSE,amar,00-Jan-00,9,scan,,,FALSE,,
1152,t10847,3,TRUE,FALSE,hg,00-Jan-00,10,scan,,,FALSE,,
1153,t10847,3,TRUE,FALSE,jab,00-Jan-00,11,scan,,,FALSE,,
1154,t10847,3,TRUE,FALSE,ua,00-Jan-00,12,scan,,,FALSE,,
1155,t10847,3,TRUE,FALSE,ot,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1156,t10847,3,TRUE,FALSE,jab,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1157,t10847,3,TRUE,FALSE,cr,00-Jan-00,1,mob,,,TRUE,,brt chase lion as he leaves kill
1158,t10847,3,TRUE,FALSE,lop,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1159,t10847,3,TRUE,FALSE,kip,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1160,t10847,3,TRUE,FALSE,jj,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1161,t10847,3,TRUE,FALSE,bb,00-Jan-00,1,mob,,,TRUE,,brt chase lion as he leaves kill
1162,t10847,3,TRUE,FALSE,ger,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1163,t10847,3,TRUE,FALSE,amar,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1164,t10847,3,TRUE,FALSE,hg,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1165,t10847,3,TRUE,FALSE,ua,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1166,t10847,3,TRUE,FALSE,wr,00-Jan-00,1,mob,,,FALSE,,brt chase lion as he leaves kill
1167,t11259,3,FALSE,FALSE,wash,00-Jan-00,2,dist,,100,FALSE,,
1168,t11259,3,FALSE,FALSE,nav,00-Jan-00,2,dist,,100,FALSE,,
1169,t11259,3,FALSE,FALSE,wash,00-Jan-00,1,scan,,135-165,FALSE,,
1170,t11259,3,FALSE,FALSE,linc,00-Jan-00,1,scan,,135-165,FALSE,,
1171,t11259,3,FALSE,FALSE,gil,00-Jan-00,1,mob,lion,15?,TRUE,,
1172,t13536,3,TRUE,FALSE,bern,00-Jan-00,1,dist,,80,FALSE,,
1173,t13536,3,TRUE,FALSE,chic,00-Jan-00,2,dist,,60,FALSE,,
1174,t13536,3,TRUE,FALSE,mp,00-Jan-00,3,dist,,60,FALSE,,
1175,t13536,3,TRUE,FALSE,,,,,,,FALSE,,
1176,t13536,3,TRUE,FALSE,bail,00-Jan-00,1,dist,,10,FALSE,,
1177,t13536,3,TRUE,FALSE,wr,00-Jan-00,1,dist,,10,FALSE,,
1178,t13536,3,TRUE,FALSE,mp,00-Jan-00,1,dist,,10,FALSE,,
1179,t13536,3,TRUE,FALSE,bern,00-Jan-00,1,dist,,10,FALSE,,
1180,t13536,3,TRUE,FALSE,hg,00-Jan-00,1,dist,,10,FALSE,,"4 lions have left, 4 remain"
1181,t13536,3,TRUE,FALSE,hg,00-Jan-00,1,dist,,10,FALSE,,
1182,t13536,3,TRUE,FALSE,wr,00-Jan-00,1,dist,,10,FALSE,,
1183,t13536,3,TRUE,FALSE,bail,00-Jan-00,1,dist,,10,TRUE,,
1184,t13536,3,TRUE,FALSE,chic,00-Jan-00,1,dist,,10,FALSE,,
1185,t13536,3,TRUE,FALSE,zig,00-Jan-00,1,feed,,,FALSE,gnu leg,remaining subadult loses carc to hyenas
1186,t13536,3,TRUE,FALSE,mer,00-Jan-00,2,feed,,,FALSE,gnu leg,
1187,t13536,3,TRUE,FALSE,bail,00-Jan-00,3,feed,,,FALSE,,at carcass
1188,t13536,3,TRUE,FALSE,val,00-Jan-00,3,feed,,,FALSE,,at carcass
1189,t13536,3,TRUE,FALSE,mp,00-Jan-00,3,feed,,,FALSE,,at carcass
1190,t13536,3,TRUE,FALSE,hg,00-Jan-00,3,feed,,,FALSE,,at carcass
1191,t13536,3,TRUE,FALSE,bern,00-Jan-00,3,feed,,,FALSE,,at carcass
1192,t13536,3,TRUE,FALSE,val,00-Jan-00,4,feed,,,FALSE,scapula,
1193,t11080,3,TRUE,FALSE,bsh,00-Jan-00,3,grabs carc,,,FALSE,,
1194,t11080,3,TRUE,FALSE,bsh,00-Jan-00,1,carry carc oos,,,FALSE,,scan
1195,t19570,3,TRUE,FALSE,bp,00-Jan-00,1,brt st/lk at 3 lionesses,,,FALSE,,
1196,t19570,3,TRUE,FALSE,bos,00-Jan-00,1,brt st/lk at 3 lionesses,,,FALSE,,
1197,t19570,3,TRUE,FALSE,lim,00-Jan-00,1,brt st/lk at 3 lionesses,,,FALSE,,
1198,t19570,3,TRUE,FALSE,sim,00-Jan-00,1,brt st/lk at 3 lionesses,,,FALSE,,
1199,t19570,3,TRUE,FALSE,unid,00-Jan-00,2,other hyenas present feeding,,,FALSE,adult gnu carcass,number not specified
1200,t19570,3,TRUE,FALSE,ua,00-Jan-00,9,returns to fd at carcass,,,FALSE,adult gnu carcass,
1201,t19570,3,TRUE,FALSE,bm,00-Jan-00,12,fds,,,FALSE,adult gnu carcass,
1202,t19570,3,TRUE,FALSE,ger,00-Jan-00,11,fds,,,FALSE,adult gnu carcass,
1203,t19570,3,TRUE,FALSE,nod,00-Jan-00,10,fds,,,FALSE,adult gnu carcass,
1204,t19570,3,TRUE,FALSE,bp,00-Jan-00,1,dist,,58-62,FALSE,2m- adult gnu carcass,lioness is 60m-carcass
1205,t19570,3,TRUE,FALSE,bos,00-Jan-00,2,dist,,50-70,FALSE,10m-adult gnu carcass,lioness is 60m-carcass
1206,t19570,3,TRUE,FALSE,sim,00-Jan-00,2,dist,,50-70,FALSE,10m-adult gnu carcass,lioness is 60m-carcass
1207,t12172,3,FALSE,FALSE,lg,00-Jan-00,1,runs away from 3 lionesses,,,FALSE,,scan
1208,t15170,3,TRUE,FALSE,nav,00-Jan-00,1,chases gazelle,,,FALSE,,
1209,t19570,3,TRUE,FALSE,bos,00-Jan-00,2,soc snf,,,FALSE,,
1210,t19570,3,TRUE,FALSE,bp,00-Jan-00,2,soc snf,,,FALSE,,
1211,t19570,3,TRUE,FALSE,vgs,00-Jan-00,2,soc snf,,,FALSE,,
1212,t19570,3,TRUE,FALSE,nick,00-Jan-00,2,soc snf,,,FALSE,,
1213,t19570,3,TRUE,FALSE,sim,00-Jan-00,2,soc snf,,,FALSE,,
1214,t15170,3,TRUE,FALSE,nav,00-Jan-00,2,lopes S,,,TRUE,,toward cheetah
1215,t15170,3,TRUE,FALSE,nick,00-Jan-00,1,fds,,,FALSE,scrap,
1216,t19570,3,TRUE,FALSE,nod,00-Jan-00,3,fds,,,FALSE,adult gnu carcass,
1217,t15170,3,TRUE,FALSE,vgs,00-Jan-00,1,pastes,,,FALSE,,
1218,t15170,3,TRUE,FALSE,sx,00-Jan-00,1,tests wildabeest,,,FALSE,,
1219,t19570,3,TRUE,FALSE,bos,00-Jan-00,4,brt soc snf,,20,FALSE,,
1220,t19570,3,TRUE,FALSE,nick,00-Jan-00,4,brt soc snf,,20,FALSE,,
1221,t19570,3,TRUE,FALSE,sim,00-Jan-00,4,brt soc snf,,20,FALSE,,
1222,t15170,3,TRUE,FALSE,sx,00-Jan-00,1,dist,,10,FALSE,,
1223,t15170,3,TRUE,FALSE,vgs,00-Jan-00,2,dist,,20,FALSE,,
1224,t15170,3,TRUE,FALSE,pos,00-Jan-00,1,brt lopes,sx,,FALSE,,
1225,t15170,3,TRUE,FALSE,sx,00-Jan-00,1,funny grns hunkers,,,FALSE,,in response to brt lope by pos
1226,t15170,3,TRUE,FALSE,nick,00-Jan-00,2,brt lopes,sx,,FALSE,,
1227,t15170,3,TRUE,FALSE,sx,00-Jan-00,2,sunny grin,,,FALSE,,in response to brt lope by pos and nick
1228,t15170,3,TRUE,FALSE,vgs,00-Jan-00,3,so,,,FALSE,,
1229,t19570,3,TRUE,FALSE,bm,00-Jan-00,1,fds,,,FALSE,adult gnu carcass,scan
1230,t15881,3,TRUE,FALSE,tz,00-Jan-00,1,chased by lion,,,FALSE,,scan
1231,t19570,3,TRUE,FALSE,hem,00-Jan-00,1,pastes,,,FALSE,,
1232,t19570,3,TRUE,FALSE,ua,00-Jan-00,1,fds,,,FALSE,adult gnu carcass,
1233,t19570,3,TRUE,FALSE,bp,00-Jan-00,1,fds on scrap,,,FALSE,scrap of adult gnu carcass,
1234,t19570,3,TRUE,FALSE,sim,00-Jan-00,9,groans,,,FALSE,,over lions?
1235,t19570,3,TRUE,FALSE,vgs,00-Jan-00,1,brt soc snf,,,FALSE,,
1236,t19570,3,TRUE,FALSE,nick,00-Jan-00,1,brt soc snf,,,FALSE,,
1237,t19570,3,TRUE,FALSE,ua,00-Jan-00,1,app fgrin vgs,vgs eb present skitter,,FALSE,,
1238,t19570,3,TRUE,FALSE,ua,00-Jan-00,2,snf vgs,vgs present,,FALSE,,
1239,t19570,3,TRUE,FALSE,ua,00-Jan-00,1,returns to carcass,,,FALSE,adult gnu carcass,scan
1240,t19570,3,TRUE,FALSE,bp,00-Jan-00,2,scan,,,FALSE,,
1241,t19570,3,TRUE,FALSE,lim,00-Jan-00,3,fds on scrap,,,FALSE,scrap of adult gnu carcass,scan
1242,t19570,3,TRUE,FALSE,bos,00-Jan-00,4,eb UA,,,FALSE,,scan
1243,t19570,3,TRUE,FALSE,vgs,00-Jan-00,5,scan,,,FALSE,,
1244,t18010,3,TRUE,FALSE,gob,00-Jan-00,1,so,,20,FALSE,,
1245,t19570,3,TRUE,FALSE,bp,00-Jan-00,1,lopes brt with skin,,,FALSE,skin scrap of adult gnu carcass,
1246,t18010,3,TRUE,FALSE,fn,00-Jan-00,1,so,,20,FALSE,,
1247,t18010,3,TRUE,FALSE,cuj,00-Jan-00,1,so,,20,FALSE,,
1248,t18010,3,TRUE,FALSE,mrph,00-Jan-00,1,so,,20,FALSE,,
1249,t18010,3,TRUE,FALSE,kip,00-Jan-00,1,so,,20,FALSE,,
1250,t18010,3,TRUE,FALSE,darw,00-Jan-00,1,so,,20,FALSE,,
1251,t18010,3,TRUE,FALSE,bsh,00-Jan-00,1,so,,20,FALSE,,
1252,t18010,3,TRUE,FALSE,csn,00-Jan-00,1,so,,20,FALSE,,
1253,t18010,3,TRUE,FALSE,ger,00-Jan-00,1,so,,20,FALSE,,
1254,t18010,3,TRUE,FALSE,bos,00-Jan-00,1,so,,20,FALSE,,
1255,t19570,3,TRUE,FALSE,vgs,00-Jan-00,2,baiting ger,,,FALSE,,surround ger 1m
1256,t19570,3,TRUE,FALSE,bos,00-Jan-00,2,baiting ger,,,FALSE,,surround ger 1m
1257,t19570,3,TRUE,FALSE,sim,00-Jan-00,2,baiting ger,,,FALSE,,surround ger 1m
1258,t19570,3,TRUE,FALSE,nick,00-Jan-00,2,baiting ger,,,FALSE,,surround ger 1m
1259,t19570,3,TRUE,FALSE,nod,00-Jan-00,2,baiting ger,,,FALSE,,surround ger 1m
1260,t19570,3,TRUE,FALSE,lim,00-Jan-00,1,fds,,,FALSE,adult gnu carcass,
1261,t19570,3,TRUE,FALSE,lim,00-Jan-00,2,looses carcass to lioness,,,FALSE,adult gnu carcass,
1262,t19570,3,TRUE,FALSE,ger,00-Jan-00,1,mob lions and  reclaim carcass,,,FALSE,adult gnu carcass,
1263,t19570,3,TRUE,FALSE,sim,00-Jan-00,1,mob lions reclaim carcass,,,FALSE,adult gnu carcass,
1264,t18010,3,TRUE,FALSE,fn,00-Jan-00,1,dist,,5,FALSE,,
1265,t19570,3,TRUE,FALSE,sim,00-Jan-00,4,gets scapula,,,FALSE,adult gnu scapula,
1266,t18010,3,TRUE,FALSE,fn,00-Jan-00,1,dist,,5,FALSE,,
1267,t19570,3,TRUE,FALSE,bp,00-Jan-00,5,gets leg,,,FALSE,adult gnu leg,
1268,t19570,3,TRUE,FALSE,sim,00-Jan-00,1,feeds on scrap,,,FALSE,adult gnu carcass scrap,
1269,t18010,3,TRUE,FALSE,ger,00-Jan-00,1,so,,,FALSE,,
1270,t18010,3,TRUE,FALSE,fn,00-Jan-00,1,so,,,FALSE,,
1271,t19570,3,TRUE,FALSE,bos,00-Jan-00,1,"app by elephants, bo gig",,,FALSE,,
1272,t18010,3,TRUE,FALSE,bos,00-Jan-00,1,so,,,FALSE,,
1273,t19570,3,TRUE,FALSE,bp,00-Jan-00,2,fds on leg,,,FALSE,adult gnu carcass leg,
1274,t18010,3,TRUE,FALSE,fn,00-Jan-00,1,so,,,FALSE,,
1275,t19570,3,TRUE,FALSE,nick,00-Jan-00,3,fds,,,FALSE,adult gnu carcass,
1276,t19570,3,TRUE,FALSE,bos,00-Jan-00,1,fds on leg,,,FALSE,adult gnu carcass leg,
1277,t19570,3,TRUE,FALSE,bp,00-Jan-00,2,tussel over food,,,FALSE,adult gnu carcass,
1278,t19570,3,TRUE,FALSE,sim,00-Jan-00,2,tussel over food,,,FALSE,adult gnu carcass,
1279,t19570,3,TRUE,FALSE,vgs,00-Jan-00,2,tussel over food,,,FALSE,adult gnu carcass,
1280,t19570,3,TRUE,FALSE,lim,00-Jan-00,3,fds on scrap,,,FALSE,adult gnu carcass scrap,
1281,t19570,3,TRUE,FALSE,hem,00-Jan-00,4,fds,,,FALSE,adult gnu carcass,
