ID,Session,note_quality,food_present,no_intx_yes_no,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes
9064,t8580,2,FALSE,FALSE,jb,00-Jan-00,4,whoop,,,FALSE,,
9065,t8580,2,FALSE,FALSE,pt,00-Jan-00,4,whoop,,,FALSE,,
9066,t8580,2,FALSE,FALSE,bb,00-Jan-00,4,whoop,,,FALSE,,
9067,t8580,2,FALSE,FALSE,bsh,00-Jan-00,4,whoop,,,FALSE,,
9068,t8580,2,FALSE,FALSE,fn,00-Jan-00,4,whoop,,,FALSE,,
9069,t8580,2,FALSE,FALSE,lg,00-Jan-00,4,whoop,,,FALSE,,
9070,t8580,2,FALSE,FALSE,gil,00-Jan-00,4,whoop,,,FALSE,,
9071,t8580,2,FALSE,FALSE,ua,00-Jan-00,4,whoop,,,FALSE,,
9072,t8580,2,FALSE,FALSE,zulu,00-Jan-00,6,app,hyenas,,FALSE,,
9073,t8580,2,FALSE,FALSE,UNID1,00-Jan-00,7,app,zulu,,FALSE,,
9074,t8580,2,FALSE,FALSE,UNID2,00-Jan-00,7,app,zulu,,FALSE,,
9075,t8580,2,FALSE,FALSE,UNID3,00-Jan-00,7,app,zulu,,FALSE,,
9076,t8580,2,FALSE,FALSE,UNID4,00-Jan-00,7,app,zulu,,FALSE,,
9077,t8580,2,FALSE,FALSE,UNID5,00-Jan-00,7,app,zulu,,FALSE,,
9078,t8580,2,FALSE,FALSE,UNID6,00-Jan-00,7,app,zulu,,FALSE,,
9079,t8580,2,FALSE,FALSE,zulu,00-Jan-00,8,"sp, squeals",,,FALSE,,
9080,t8580,2,FALSE,FALSE,who,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9081,t8580,2,FALSE,FALSE,jab,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9082,t8580,2,FALSE,FALSE,ot,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9083,t8580,2,FALSE,FALSE,gol,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9084,t8580,2,FALSE,FALSE,sd,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9085,t8580,2,FALSE,FALSE,jb,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9086,t8580,2,FALSE,FALSE,pt,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9087,t8580,2,FALSE,FALSE,bb,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9088,t8580,2,FALSE,FALSE,bsh,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9089,t8580,2,FALSE,FALSE,fn,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9090,t8580,2,FALSE,FALSE,lg,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9091,t8580,2,FALSE,FALSE,gil,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9092,t8580,2,FALSE,FALSE,ua,00-Jan-00,1,mob,lion,15,FALSE,,lion growls in response
9093,t8580,2,FALSE,FALSE,UNID1,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9094,t8580,2,FALSE,FALSE,UNID2,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9095,t8580,2,FALSE,FALSE,UNID3,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9096,t8580,2,FALSE,FALSE,UNID4,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9097,t8580,2,FALSE,FALSE,UNID5,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9098,t8580,2,FALSE,FALSE,UNID6,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9099,t8580,2,FALSE,FALSE,UNID7,00-Jan-00,1,mob,lion,20,FALSE,,"7 of aformention hyenas bt, parallel walk app lion"
9100,t8580,2,FALSE,FALSE,who,00-Jan-00,1,brt whoop,,,FALSE,,lion gols in
9101,t8580,2,FALSE,FALSE,jab,00-Jan-00,1,brt whoop,,,FALSE,,
9102,t8580,2,FALSE,FALSE,ot,00-Jan-00,1,brt whoop,,,FALSE,,
9103,t8580,2,FALSE,FALSE,gol,00-Jan-00,1,brt whoop,,,FALSE,,
9104,t8580,2,FALSE,FALSE,sd,00-Jan-00,1,brt whoop,,,FALSE,,
9105,t8580,2,FALSE,FALSE,jb,00-Jan-00,1,brt whoop,,,FALSE,,
9106,t8580,2,FALSE,FALSE,pt,00-Jan-00,1,brt whoop,,,FALSE,,
9107,t8580,2,FALSE,FALSE,bb,00-Jan-00,1,brt whoop,,,FALSE,,
9108,t8580,2,FALSE,FALSE,bsh,00-Jan-00,1,brt whoop,,,FALSE,,
9109,t8580,2,FALSE,FALSE,fn,00-Jan-00,1,brt whoop,,,FALSE,,
9110,t8580,2,FALSE,FALSE,lg,00-Jan-00,1,brt whoop,,,FALSE,,
9111,t8580,2,FALSE,FALSE,gil,00-Jan-00,1,brt whoop,,,FALSE,,
9112,t8580,2,FALSE,FALSE,ua,00-Jan-00,1,brt whoop,,,FALSE,,
9113,t8580,2,FALSE,FALSE,dj,00-Jan-00,1,brt whoop,,,FALSE,,
9114,t8580,2,FALSE,FALSE,bail,00-Jan-00,1,"app, squitters, carpal crawls",,,FALSE,,then 6 hyenas converge on her with bt
9115,t8580,2,FALSE,FALSE,bail,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9116,t8580,2,FALSE,FALSE,ot,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9117,t8580,2,FALSE,FALSE,gil,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9118,t8580,2,FALSE,FALSE,jab,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9119,t8580,2,FALSE,FALSE,bsh,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9120,t8580,2,FALSE,FALSE,jb,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9121,t8580,2,FALSE,FALSE,lg,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9122,t8580,2,FALSE,FALSE,ua,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9123,t8580,2,FALSE,FALSE,dj,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9124,t8580,2,FALSE,FALSE,who,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9125,t8580,2,FALSE,FALSE,pt,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9126,t8580,2,FALSE,FALSE,zulu,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9127,t8580,2,FALSE,FALSE,sd,00-Jan-00,1,mob,lion,10,FALSE,,"bt, giggle, whoop app-10 m lion"
9128,t8580,2,FALSE,FALSE,gil,00-Jan-00,1,app,bsh,,FALSE,,gil sp II grt Bsh II
9129,t8580,2,FALSE,FALSE,sd,00-Jan-00,3,app,lion,5,FALSE,,
9130,t8580,2,FALSE,FALSE,unids,00-Jan-00,2,mob,lion,15,FALSE,,
9131,t8580,2,FALSE,FALSE,bail,00-Jan-00,1,whooping,,15,FALSE,,
9132,t8580,2,FALSE,FALSE,ot,00-Jan-00,1,whooping,,15,FALSE,,
9133,t8580,2,FALSE,FALSE,gil,00-Jan-00,1,whooping,,15,FALSE,,
9134,t8580,2,FALSE,FALSE,jab,00-Jan-00,1,whooping,,15,FALSE,,
9135,t8580,2,FALSE,FALSE,bsh,00-Jan-00,1,whooping,,15,FALSE,,
9136,t8580,2,FALSE,FALSE,jb,00-Jan-00,1,whooping,,15,FALSE,,
9137,t8580,2,FALSE,FALSE,lg,00-Jan-00,1,whooping,,15,FALSE,,
9138,t8580,2,FALSE,FALSE,ua,00-Jan-00,1,whooping,,15,FALSE,,
9139,t8580,2,FALSE,FALSE,dj,00-Jan-00,1,whooping,,15,FALSE,,
9140,t8580,2,FALSE,FALSE,who,00-Jan-00,1,whooping,,15,FALSE,,
9141,t8580,2,FALSE,FALSE,pt,00-Jan-00,1,whooping,,15,FALSE,,
9142,t8580,2,FALSE,FALSE,zulu,00-Jan-00,1,whooping,,15,FALSE,,
9143,t8580,2,FALSE,FALSE,sd,00-Jan-00,1,whooping,,15,FALSE,,
9144,t8580,2,FALSE,FALSE,unids,00-Jan-00,1,mob,lion,10,FALSE,,
9145,t20952,2,FALSE,FALSE,bail,00-Jan-00,1,bo,,,FALSE,,being chased by lion
9146,t20952,2,FALSE,FALSE,sy,00-Jan-00,1,bo,,,FALSE,,being chased by lion
9147,t20815,1,TRUE,FALSE,UNID1,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9148,t20815,1,TRUE,FALSE,UNID2,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9149,t20815,1,TRUE,FALSE,UNID3,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9150,t20815,1,TRUE,FALSE,UNID4,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9151,t20815,1,TRUE,FALSE,UNID5,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9152,t20815,1,TRUE,FALSE,UNID6,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9153,t20815,1,TRUE,FALSE,UNID7,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9154,t20815,1,TRUE,FALSE,UNID8,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9155,t20815,1,TRUE,FALSE,UNID9,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9156,t20815,1,TRUE,FALSE,UNID10,00-Jan-00,1,giggle bo,,,FALSE,,hyenas on zebra kill and lion chases them off
9157,t20815,1,TRUE,FALSE,UNID1,00-Jan-00,2,mob,,5,FALSE,,"""hyenas giggle brt and lope around lion"
9158,t20815,1,TRUE,FALSE,UNID2,00-Jan-00,2,mob,,5,FALSE,,
9159,t20815,1,TRUE,FALSE,UNID3,00-Jan-00,2,mob,,5,FALSE,,
9160,t20815,1,TRUE,FALSE,UNID4,00-Jan-00,2,mob,,5,FALSE,,
9161,t20815,1,TRUE,FALSE,UNID5,00-Jan-00,2,mob,,5,FALSE,,
9162,t20815,1,TRUE,FALSE,UNID6,00-Jan-00,2,mob,,5,FALSE,,
9163,t20815,1,TRUE,FALSE,UNID7,00-Jan-00,2,mob,,5,FALSE,,
9164,t20815,1,TRUE,FALSE,UNID8,00-Jan-00,2,mob,,5,FALSE,,
9165,t20815,1,TRUE,FALSE,UNID9,00-Jan-00,2,mob,,5,FALSE,,
9166,t20815,1,TRUE,FALSE,UNID10,00-Jan-00,2,mob,,5,FALSE,,
9167,t20815,1,TRUE,FALSE,UNIDs,00-Jan-00,1,whoop,,3-4,FALSE,,"""many hyenas"""
9168,t20815,1,TRUE,FALSE,UNIDs,00-Jan-00,2,paste,,3-4,TRUE,,"""many hyenas"""
9169,t20815,1,TRUE,FALSE,UNID,00-Jan-00,1,mob,,1,FALSE,,cubs
9170,t20815,1,TRUE,FALSE,UNID,00-Jan-00,1,mob,,1,FALSE,,cubs
9171,t20815,1,TRUE,FALSE,UNID,00-Jan-00,1,mob,,1,FALSE,,cubs
9172,t20815,1,TRUE,FALSE,UNID1,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9173,t20815,1,TRUE,FALSE,UNID2,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9174,t20815,1,TRUE,FALSE,UNID3,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9175,t20815,1,TRUE,FALSE,UNID4,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9176,t20815,1,TRUE,FALSE,UNID5,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9177,t20815,1,TRUE,FALSE,UNID6,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9178,t20815,1,TRUE,FALSE,UNID7,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9179,t20815,1,TRUE,FALSE,UNID8,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9180,t20815,1,TRUE,FALSE,UNID9,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9181,t20815,1,TRUE,FALSE,UNID10,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9182,t20815,1,TRUE,FALSE,UNIDs,00-Jan-00,1,mob,,1,FALSE,,
9183,t20815,1,TRUE,FALSE,UNIDs,00-Jan-00,2,bo,,,FALSE,,"after mob, lions jumps at thema nd hyenas bo"
9184,t20815,1,TRUE,FALSE,UNID11,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9185,t20815,1,TRUE,FALSE,UNID12,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9186,t20815,1,TRUE,FALSE,UNID13,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9187,t20815,1,TRUE,FALSE,UNID14,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9188,t20815,1,TRUE,FALSE,UNID15,00-Jan-00,1,bo,,,FALSE,,after lion rushes at hyenas from 2m
9189,t20815,1,TRUE,FALSE,,,0,,,,FALSE,,
9190,t8784.5,2,FALSE,FALSE,bail,00-Jan-00,1,bo,,,FALSE,,lioness chases bail after he walks by
9191,t1605,2,TRUE,FALSE,bud,00-Jan-00,1,chases,kb,,FALSE,,
9192,t1605,2,TRUE,FALSE,kb,00-Jan-00,2,giggling and squealing,,,FALSE,,
9193,t1605,2,TRUE,FALSE,bud,00-Jan-00,1,chase,kb,,FALSE,,
9194,t1605,2,TRUE,FALSE,bud,00-Jan-00,2,chase,kb,,FALSE,,
9195,t1605,2,TRUE,FALSE,kb,00-Jan-00,3,dist,,1-5,FALSE,,
9196,t1605,2,TRUE,FALSE,bsh,00-Jan-00,3,dist,,1-5,FALSE,,
9197,t1605,2,TRUE,FALSE,bud,00-Jan-00,3,dist,,1-5,FALSE,,
9198,t1605,2,TRUE,FALSE,bb,00-Jan-00,3,dist,,1-5,FALSE,,
9199,t1605,2,TRUE,FALSE,en,00-Jan-00,3,dist,,1-5,FALSE,,
9200,t1605,2,TRUE,FALSE,rv,00-Jan-00,3,dist,,1-5,FALSE,,
9201,t1605,2,TRUE,FALSE,sy,00-Jan-00,3,dist,,1-5,FALSE,,
9202,t1605,2,TRUE,FALSE,mw,00-Jan-00,3,dist,,1-5,FALSE,,
9203,t1605,2,TRUE,FALSE,dj,00-Jan-00,3,dist,,1-5,FALSE,,
9204,t1605,2,TRUE,FALSE,ua,00-Jan-00,3,dist,,1-5,FALSE,,
9205,t1605,2,TRUE,FALSE,bb,00-Jan-00,1,dist,,6,FALSE,,
9206,t1605,2,TRUE,FALSE,sy,00-Jan-00,1,dist,,6,FALSE,,
9207,t1605,2,TRUE,FALSE,int,00-Jan-00,1,dist,,6,FALSE,,
9208,t1605,2,TRUE,FALSE,int,00-Jan-00,2,app/snfs,en,,FALSE,,
9209,t1605,2,TRUE,FALSE,int,00-Jan-00,1,dist,,5,FALSE,,
9210,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,2,FALSE,,
9211,t1605,2,TRUE,FALSE,sx,00-Jan-00,1,dist,,2,FALSE,,
9212,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,2,FALSE,,
9213,t1605,2,TRUE,FALSE,sy,00-Jan-00,1,jump back,,,FALSE,,lion lunged at SY
9214,t1605,2,TRUE,FALSE,en,00-Jan-00,1,jump back,,,FALSE,,lion lunged at Sy
9215,t1605,2,TRUE,FALSE,sx,00-Jan-00,2,app,kb,,FALSE,,
9216,t1605,2,TRUE,FALSE,chy,00-Jan-00,2,app,kb,,FALSE,,
9217,t1605,2,TRUE,FALSE,sx,00-Jan-00,3,growl and grin,,,FALSE,,
9218,t1605,2,TRUE,FALSE,sx,00-Jan-00,4,whoop,,,FALSE,,
9219,t1605,2,TRUE,FALSE,sx,00-Jan-00,5,whoop,,,FALSE,,
9220,t1605,2,TRUE,FALSE,sx,00-Jan-00,6,whoop,,,FALSE,,
9221,t1605,2,TRUE,FALSE,sx,00-Jan-00,7,whoop,,,FALSE,,
9222,t1605,2,TRUE,FALSE,sx,00-Jan-00,8,whoop,,,FALSE,,
9223,t1605,2,TRUE,FALSE,sx,00-Jan-00,9,whoop,,,FALSE,,
9224,t1605,2,TRUE,FALSE,sx,00-Jan-00,10,whoop,,,FALSE,,
9225,t1605,2,TRUE,FALSE,sx,00-Jan-00,11,whoop,,,FALSE,,
9226,t1605,2,TRUE,FALSE,en,00-Jan-00,1,bo,,,FALSE,,aftre lion lunges at en
9227,t1605,2,TRUE,FALSE,sx,00-Jan-00,2,chases,en,,FALSE,,
9228,t1605,2,TRUE,FALSE,bam,00-Jan-00,3,whoop,,,FALSE,,
9229,t1605,2,TRUE,FALSE,bam,00-Jan-00,4,whoop,,,FALSE,,
9230,t1605,2,TRUE,FALSE,bam,00-Jan-00,5,whoop,,,FALSE,,
9231,t1605,2,TRUE,FALSE,bam,00-Jan-00,6,whoop,,,FALSE,,
9232,t1605,2,TRUE,FALSE,bam,00-Jan-00,7,whoop,,,FALSE,,
9233,t1605,2,TRUE,FALSE,bam,00-Jan-00,8,whoop,,,FALSE,,
9234,t1605,2,TRUE,FALSE,bam,00-Jan-00,9,whoop,,,FALSE,,
9235,t1605,2,TRUE,FALSE,bam,00-Jan-00,10,whoop,,,FALSE,,
9236,t1605,2,TRUE,FALSE,bam,00-Jan-00,11,whoop,,,FALSE,,
9237,t1605,2,TRUE,FALSE,bam,00-Jan-00,12,whoop,,,FALSE,,
9238,t1605,2,TRUE,FALSE,sb,00-Jan-00,1,follow,gw,,FALSE,,to kill site
9239,t1605,2,TRUE,FALSE,chy,00-Jan-00,1,app/sniffs,int,,FALSE,,
9240,t79834,2,TRUE,FALSE,unID10,00-Jan-00,1,mob,lion,,FALSE,,chase
9241,t79834,2,TRUE,FALSE,unID,00-Jan-00,2,alarm rumble,,,FALSE,,
9242,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,2,FALSE,,
9243,t1605,2,TRUE,FALSE,int,00-Jan-00,2,dist,,10,FALSE,,
9244,t79834,2,TRUE,FALSE,unID,00-Jan-00,1,whoop,,,FALSE,,
9245,t1605,2,TRUE,FALSE,sy,00-Jan-00,3,stls fd,,,FALSE,topi ribs,
9246,t79834,2,TRUE,FALSE,alfe,00-Jan-00,1,paste,,,TRUE,,
9247,t1605,2,TRUE,FALSE,mw,00-Jan-00,4,chase,sy,,FALSE,,only for a couple meters then gives up
9248,t79834,2,TRUE,FALSE,parc,00-Jan-00,2,runs,lion,,FALSE,,lion chase
9249,t79834,2,TRUE,FALSE,loki,00-Jan-00,2,runs,lion,,FALSE,,lion chase
9250,t79834,2,TRUE,FALSE,atac,00-Jan-00,2,runs,lion,,FALSE,,lion chase
9251,t1605,2,TRUE,FALSE,mw,00-Jan-00,1,grp,en,,FALSE,,
9252,t1605,2,TRUE,FALSE,en,00-Jan-00,2,"displ him, bo and avoids",mw,,FALSE,,
9253,t1605,2,TRUE,FALSE,int,00-Jan-00,1,dist,,45,FALSE,,
9254,t79834,2,TRUE,FALSE,endr,00-Jan-00,1,paste,,,TRUE,,
9255,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,18,FALSE,,
9256,t1605,2,TRUE,FALSE,sy,00-Jan-00,2,dist,,3,FALSE,,
9257,t79834,2,TRUE,FALSE,loki,00-Jan-00,1,paste,,,TRUE,,
9258,t79834,2,TRUE,FALSE,crms,00-Jan-00,3,paste,,,TRUE,,
9259,t79834,2,TRUE,FALSE,zion,00-Jan-00,1,start fd,,,FALSE,,
9260,t79834,2,TRUE,FALSE,brgr,00-Jan-00,1,start fd,,,FALSE,,
9261,t79834,2,TRUE,FALSE,sbl,00-Jan-00,1,start fd,,,FALSE,,
9262,t1605,2,TRUE,FALSE,ua,00-Jan-00,1,stls fd,,,FALSE,topi pelvis,
9263,t1605,2,TRUE,FALSE,ua,00-Jan-00,1,fds,,30,FALSE,topi pelvis,
9264,t1605,2,TRUE,FALSE,int,00-Jan-00,2,dist,,28-32,FALSE,,
9265,t1605,2,TRUE,FALSE,int,00-Jan-00,1,dist,,50,FALSE,,
9266,t1605,2,TRUE,FALSE,bb,00-Jan-00,2,stls fd,ua,,FALSE,1/2 of topi pelvis,
9267,t1605,2,TRUE,FALSE,sx,00-Jan-00,1,dist,,1-5,FALSE,,
9268,t1605,2,TRUE,FALSE,sx,00-Jan-00,2,stls fd,lions,,FALSE,topi ribs,
9269,t1605,2,TRUE,FALSE,mw,00-Jan-00,2,stls fd,lions,,FALSE,topi leg,
9270,t1605,2,TRUE,FALSE,en,00-Jan-00,3,dist,,4,FALSE,,
9271,t1605,2,TRUE,FALSE,int,00-Jan-00,4,dist,,50,FALSE,,
9272,t1605,2,TRUE,FALSE,chy,00-Jan-00,1,sp,dj,,FALSE,,UNSOLIC
9273,t1605,2,TRUE,FALSE,chy,00-Jan-00,2,SP,DJ,,FALSE,,unsolic
9274,t1605,2,TRUE,FALSE,bb,00-Jan-00,3,app,sy,,FALSE,,tried and failed to steal sy's food
9275,t1605,2,TRUE,FALSE,bud,00-Jan-00,3,app,sy,,FALSE,,tried and failed to steal sy's food
9276,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,5,FALSE,,
9277,t1605,2,TRUE,FALSE,sy,00-Jan-00,2,dist,,10,FALSE,,
9278,t1605,2,TRUE,FALSE,sy,00-Jan-00,1,squeals and bo,,,FALSE,,after feeding lion rushes him
9279,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9280,t1605,2,TRUE,FALSE,en,00-Jan-00,1,dist,,6,FALSE,,
9281,t1605,2,TRUE,FALSE,sx,00-Jan-00,2,dist,,5,FALSE,,
9282,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9283,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9284,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9285,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9286,t1605,2,TRUE,FALSE,ua,00-Jan-00,1,grp/displ,en,,FALSE,,
9287,t1605,2,TRUE,FALSE,en,00-Jan-00,2,sp,us,,FALSE,,
9288,t1605,2,TRUE,FALSE,int,00-Jan-00,1,lies/grms,,,FALSE,,
9289,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9290,t1605,2,TRUE,FALSE,int,00-Jan-00,1,fds,,,FALSE,topi bone,
9291,t1605,2,TRUE,FALSE,int,00-Jan-00,1,sp,dj,,FALSE,,
9292,t1605,2,TRUE,FALSE,int,00-Jan-00,2,sp/hbob,mw,,FALSE,,
9293,t1605,2,TRUE,FALSE,int,00-Jan-00,1,dist,,60,FALSE,,
9294,t1605,2,TRUE,FALSE,en,00-Jan-00,2,dist,,6,FALSE,,
9295,t1605,2,TRUE,FALSE,sy,00-Jan-00,3,dist,,25,FALSE,,
9296,t1605,2,TRUE,FALSE,bm,00-Jan-00,1,sp,chy,,FALSE,,
9297,t1605,2,TRUE,FALSE,bm,00-Jan-00,2,sp,dj,,FALSE,,
9298,t1605,2,TRUE,FALSE,int,00-Jan-00,1,sp,ua,,FALSE,,ua ignores him
9299,t1605,2,TRUE,FALSE,sy,00-Jan-00,2,dist,,40,FALSE,,
9300,t1651.2,2,TRUE,FALSE,sher,00-Jan-00,1,dist,,60,FALSE,,
9301,t1651.2,2,TRUE,FALSE,sher,00-Jan-00,2,bo,,,FALSE,,lion chasing sher
9302,t1651.2,2,TRUE,FALSE,sher,00-Jan-00,1,follow,lion,50,FALSE,,
9303,t1959,2,FALSE,FALSE,quai,00-Jan-00,1,snf ground,,,FALSE,,
9304,t1959,2,FALSE,FALSE,quai,00-Jan-00,2,bo,,,FALSE,,chased by male lion for 50 m
9305,t8195,2,TRUE,FALSE,mark,00-Jan-00,1,scan,,20,FALSE,,
9306,t8195,2,TRUE,FALSE,will,00-Jan-00,1,scan,,20,FALSE,,
9307,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,scan,,20,FALSE,,
9308,t8195,2,TRUE,FALSE,ot,00-Jan-00,1,scan,,20,FALSE,,
9309,t8195,2,TRUE,FALSE,nav,00-Jan-00,1,scan,,20,FALSE,,
9310,t8195,2,TRUE,FALSE,ot,00-Jan-00,1,pukes,,,FALSE,,rolls in it
9311,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,app,carcass,,FALSE,,lion has moved off and hyenas are hesitant
9312,t8195,2,TRUE,FALSE,nav,00-Jan-00,1,app,carcass,,FALSE,,lion has moved off and hyenas are hesitant
9313,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,app,carcass,50,FALSE,,lion has moved off and hyenas are hesitant
9314,t8195,2,TRUE,FALSE,nav,00-Jan-00,1,app,carcass,50,FALSE,,lion has moved off and hyenas are hesitant
9315,t8195,2,TRUE,FALSE,pt,00-Jan-00,2,bo,,,FALSE,,after lion starts to walk back
9316,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,app,carcass,,TRUE,,"after lion walks away, sneaks back in to kill"
9317,t8195,2,TRUE,FALSE,nav,00-Jan-00,1,app,carcass,,FALSE,,"after lion walks away, sneaks back in to kill"
9318,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,carrys carcass,,,FALSE,,
9319,t8195,2,TRUE,FALSE,nav,00-Jan-00,2,skitters,,20,FALSE,,lion running at pt and nav when pt dragging carcas
9320,t8195,2,TRUE,FALSE,pt,00-Jan-00,3,bo,,,FALSE,,drops carcass and runs away
9321,t8195,2,TRUE,FALSE,pt,00-Jan-00,1,app,carcass,,FALSE,,"after lion walks away, sneaks back in"
9322,t8195,2,TRUE,FALSE,nav,00-Jan-00,1,app,carcass,,FALSE,,"after lion walks away, sneaks back in"
9323,t8195,2,TRUE,FALSE,ot,00-Jan-00,1,dist,,100,FALSE,,
9324,t19572,2,TRUE,FALSE,sch,00-Jan-00,1,bo,,,FALSE,,lionesses chasing him
9325,t19572,2,TRUE,FALSE,ua,00-Jan-00,2,mob,,,FALSE,,"""UA LINC and others brt chase lionesses"""
9326,t19572,2,TRUE,FALSE,linc,00-Jan-00,2,mob,,,FALSE,,"""UA LINC and others brt chase lionesses"""
9327,t19572,2,TRUE,FALSE,UNIDS,00-Jan-00,2,mob,,,FALSE,,"""UA LINC and others brt chase lionesses"""
9328,t19572,2,TRUE,FALSE,UNIDS,00-Jan-00,3,whooping,,,FALSE,,
9329,t19572,2,TRUE,FALSE,dna,00-Jan-00,4,whooping,,,FALSE,,
9330,t19572,2,TRUE,FALSE,mali,00-Jan-00,4,whooping,,,FALSE,,
9331,t19572,2,TRUE,FALSE,ua,00-Jan-00,5,mob,,,FALSE,,
9332,t19572,2,TRUE,FALSE,linc,00-Jan-00,5,mob,,,FALSE,,
9333,t19572,2,TRUE,FALSE,nod,00-Jan-00,5,mob,,,FALSE,,
