"clan","session","location","date","start","stop","no_intx_yes_no"
"talek","t62264","o",2008-03-26,2018-01-01 18:04:00,2018-01-01 18:12:00,TRUE
"talek","t6228","d",1993-11-17,2018-01-01 05:53:00,2018-01-01 07:15:00,FALSE
"talek","t6233","d",1993-11-17,2018-01-01 18:09:00,2018-01-01 18:30:00,TRUE
"talek","t62375","o",2008-04-11,2018-01-01 18:47:00,2018-01-01 19:30:00,FALSE
"talek","t62413","k",2008-04-14,2018-01-01 06:07:00,2018-01-01 06:33:00,FALSE
"talek","t62438","k",2008-04-16,2018-01-01 06:19:00,2018-01-01 06:24:00,TRUE
"talek","t62520","o",2008-04-24,2018-01-01 19:12:00,2018-01-01 19:17:00,TRUE
"talek","t62668","o",2008-05-19,2018-01-01 18:34:00,2018-01-01 18:39:00,TRUE
"talek","t62860","o",2008-06-12,2018-01-01 18:18:00,2018-01-01 18:31:00,TRUE
"talek","t62861","o",2008-06-12,2018-01-01 18:33:00,2018-01-01 18:40:00,FALSE
"talek","t63213","o",2008-07-30,2018-01-01 05:48:00,2018-01-01 05:53:00,TRUE
"talek","t63323","k",2008-08-12,2018-01-01 06:18:00,2018-01-01 07:35:00,FALSE
"talek","t63348","k",2008-08-14,2018-01-01 06:54:00,2018-01-01 07:43:00,TRUE
"talek","t63638","k",2008-09-30,2018-01-01 17:33:00,2018-01-01 17:38:00,TRUE
"talek","t64183","o",2008-11-18,2018-01-01 06:50:00,2018-01-01 07:07:00,TRUE
"talek","t6419","d",1993-12-31,2018-01-01 06:30:00,2018-01-01 08:10:00,FALSE
"talek","t64205","o",2008-11-19,2018-01-01 06:14:00,2018-01-01 06:28:00,FALSE
"talek","t64207","o",2008-11-19,2018-01-01 06:36:00,2018-01-01 06:41:00,TRUE
"talek","t64258","o",2008-12-03,2018-01-01 06:49:00,2018-01-01 07:08:00,FALSE
"talek","t64288","o",2008-12-04,2018-01-01 06:38:00,2018-01-01 06:43:00,TRUE
"talek","t6433","c",1994-01-13,2018-01-01 06:25:00,2018-01-01 07:15:00,TRUE
"talek","t64374","o",2008-12-08,2018-01-01 18:36:00,2018-01-01 18:41:00,TRUE
"talek","t64386","k",2008-12-09,2018-01-01 05:59:00,2018-01-01 07:03:00,FALSE
"talek","t64446","o",2008-12-13,2018-01-01 06:45:00,2018-01-01 06:50:00,TRUE
"talek","t64477","o",2008-12-15,2018-01-01 06:22:00,2018-01-01 07:27:00,TRUE
"talek","t6452","o",1994-01-18,2018-01-01 07:18:00,2018-01-01 07:49:00,FALSE
"talek","t64548","o",2008-12-21,2018-01-01 18:05:00,2018-01-01 18:10:00,TRUE
"talek","t64570","k",2008-12-23,2018-01-01 05:31:00,2018-01-01 05:46:00,TRUE
"talek","t6461","k",1994-01-20,2018-01-01 07:19:00,2018-01-01 07:29:00,TRUE
"talek","t64651","k",2008-12-30,2018-01-01 05:52:00,2018-01-01 07:38:00,TRUE
"talek","t65","d",1988-07-22,2018-01-01 07:54:00,2018-01-01 08:21:00,TRUE
"talek","t65063","o",2009-02-18,2018-01-01 06:42:00,2018-01-01 07:59:00,TRUE
"talek","t65338","k",2009-05-26,2018-01-01 17:09:00,2018-01-01 18:18:00,TRUE
"talek","t65409","k",2009-05-31,2018-01-01 18:33:00,2018-01-01 18:48:00,TRUE
"talek","t65510","o",2009-06-10,2018-01-01 06:47:00,2018-01-01 06:52:00,TRUE
"talek","t65532","o",2009-06-11,2018-01-01 19:17:00,2018-01-01 19:56:00,FALSE
"talek","t65544","k",2009-06-12,2018-01-01 17:32:00,2018-01-01 19:02:00,FALSE
"talek","t6564","o",1994-02-17,2018-01-01 07:46:00,2018-01-01 08:15:00,FALSE
"talek","t65664","o",2009-06-21,2018-01-01 18:00:00,2018-01-01 18:05:00,TRUE
"talek","t66","k",1988-07-22,2018-01-01 17:40:00,2018-01-01 17:56:00,TRUE
"talek","t6626","k",1994-03-25,2018-01-01 06:54:00,2018-01-01 07:37:00,FALSE
"talek","t66369","k",2009-08-19,2018-01-01 06:56:00,2018-01-01 07:01:00,TRUE
"talek","t66407","o",2009-08-21,2018-01-01 06:49:00,2018-01-01 08:18:00,FALSE
"talek","t66419","k",2009-08-22,2018-01-01 08:40:00,2018-01-01 08:48:00,FALSE
"talek","t66446","o",2009-08-23,2018-01-01 18:58:00,2018-01-01 19:03:00,TRUE
"talek","t66471","o",2009-08-25,2018-01-01 19:01:00,2018-01-01 19:18:00,FALSE
"talek","t6665","o",1994-04-02,2018-01-01 06:38:00,2018-01-01 07:28:00,FALSE
"talek","t6679","o",1994-04-03,2018-01-01 07:48:00,2018-01-01 07:59:00,TRUE
"talek","t6699","o",1994-04-04,2018-01-01 08:36:00,2018-01-01 09:15:00,FALSE
"talek","t671","o",1989-08-10,2018-01-01 06:54:00,2018-01-01 08:20:00,FALSE
"talek","t67174","o",2009-10-16,2018-01-01 08:34:00,2018-01-01 08:39:00,TRUE
"talek","t6748","o",1994-04-17,2018-01-01 07:09:00,2018-01-01 07:14:00,TRUE
"talek","t67607","o",2009-11-26,2018-01-01 07:18:00,2018-01-01 07:29:00,FALSE
"talek","t67623","o",2009-11-28,2018-01-01 06:20:00,2018-01-01 07:26:00,FALSE
"talek","t67624","o",2009-11-28,2018-01-01 07:40:00,2018-01-01 07:48:00,TRUE
"talek","t67637","k",2009-11-29,2018-01-01 07:04:00,2018-01-01 07:24:00,TRUE
"talek","t67745","o",2009-12-07,2018-01-01 08:00:00,2018-01-01 08:29:00,TRUE
"talek","t67756","k",2009-12-08,2018-01-01 18:19:00,2018-01-01 18:47:00,FALSE
"talek","t6776","o",1994-04-22,2018-01-01 06:35:00,2018-01-01 06:45:00,TRUE
"talek","t67763","k",2009-12-10,2018-01-01 05:54:00,2018-01-01 06:41:00,FALSE
"talek","t67880","o",2009-12-22,2018-01-01 06:59:00,2018-01-01 07:39:00,FALSE
"talek","t67916","c",2009-12-24,2018-01-01 08:15:00,2018-01-01 08:32:00,TRUE
"talek","t67921","o",2009-12-27,2018-01-01 06:57:00,2018-01-01 07:02:00,TRUE
"talek","t68053","o",2010-01-17,2018-01-01 05:27:00,2018-01-01 05:34:00,FALSE
"talek","t68074","o",2010-01-20,2018-01-01 06:33:00,2018-01-01 06:43:00,TRUE
"talek","t68344","o",2010-02-06,2018-01-01 17:37:00,2018-01-01 17:42:00,TRUE
"talek","t68365","o",2010-02-07,2018-01-01 18:24:00,2018-01-01 18:29:00,TRUE
"talek","t6840","k",1994-04-28,2018-01-01 15:09:00,2018-01-01 15:14:00,TRUE
"talek","t68432","k",2010-02-11,2018-01-01 19:01:00,2018-01-01 19:06:00,TRUE
"talek","t68488","o",2010-02-22,2018-01-01 06:57:00,2018-01-01 07:02:00,TRUE
"talek","t68701","o",2010-03-19,2018-01-01 19:49:00,2018-01-01 19:54:00,TRUE
"talek","t68743","c",2010-03-23,2018-01-01 18:20:00,2018-01-01 18:53:00,TRUE
"talek","t68867","o",2010-03-30,2018-01-01 07:44:00,2018-01-01 07:51:00,FALSE
"talek","t68911","o",2010-04-02,2018-01-01 19:38:00,2018-01-01 19:43:00,TRUE
"talek","t68931","o",2010-04-03,2018-01-01 17:48:00,2018-01-01 17:55:00,TRUE
"talek","t68937","o",2010-04-03,2018-01-01 18:25:00,2018-01-01 18:30:00,TRUE
"talek","t69037","k",2010-04-09,2018-01-01 09:23:00,2018-01-01 10:15:00,FALSE
"talek","t69126","o",2010-04-16,2018-01-01 05:56:00,2018-01-01 06:01:00,TRUE
"talek","t69173","k",2010-04-20,2018-01-01 07:33:00,2018-01-01 08:21:00,FALSE
"talek","t69255","o",2010-04-26,2018-01-01 07:47:00,2018-01-01 07:52:00,TRUE
"talek","t69384","k",2010-04-30,2018-01-01 17:43:00,2018-01-01 18:59:00,FALSE
"talek","t6946","o",1994-05-07,2018-01-01 07:26:00,2018-01-01 07:31:00,TRUE
"talek","t69528","o",2010-05-06,2018-01-01 17:43:00,2018-01-01 17:48:00,TRUE
"talek","t69549","c",2010-05-08,2018-01-01 18:08:00,2018-01-01 18:14:00,FALSE
"talek","t69604","k",2010-05-16,2018-01-01 18:22:00,2018-01-01 19:08:00,FALSE
"talek","t69651","o",2010-05-20,2018-01-01 07:08:00,2018-01-01 07:24:00,FALSE
"talek","t69678","o",2010-05-21,2018-01-01 06:09:00,2018-01-01 06:22:00,TRUE
"talek","t69755","o",2010-05-24,2018-01-01 06:17:00,2018-01-01 06:22:00,TRUE
"talek","t69760","k",2010-05-24,2018-01-01 08:58:00,2018-01-01 09:03:00,TRUE
"talek","t6977","d",1994-05-18,2018-01-01 17:30:00,2018-01-01 18:34:00,TRUE
"talek","t69794","o",2010-05-27,2018-01-01 07:25:00,2018-01-01 07:33:00,TRUE
"talek","t70073","o",2010-06-13,2018-01-01 18:00:00,2018-01-01 18:05:00,FALSE
"talek","t70078","k",2010-06-13,2018-01-01 19:16:00,2018-01-01 19:40:00,FALSE
"talek","t70141","k",2010-06-17,2018-01-01 06:00:00,2018-01-01 07:39:00,FALSE
"talek","t70179","k",2010-06-18,2018-01-01 07:08:00,2018-01-01 08:00:00,FALSE
"talek","t70184","k",2010-06-18,2018-01-01 08:38:00,2018-01-01 08:52:00,FALSE
"talek","t708.5","o",1989-09-09,2018-01-01 17:35:00,2018-01-01 18:09:00,TRUE
"talek","t7081","o",1994-05-29,2018-01-01 06:35:00,2018-01-01 07:35:00,FALSE
"talek","t71475","c",2010-11-09,2018-01-01 19:00:00,2018-01-01 19:09:00,FALSE
"talek","t71681","k",2010-12-12,2018-01-01 06:16:00,2018-01-01 08:28:00,FALSE
"talek","t72105","o",2011-02-04,2018-01-01 18:23:00,2018-01-01 19:33:00,FALSE
"talek","t7219","d",1994-06-16,2018-01-01 17:50:00,2018-01-01 17:55:00,TRUE
"talek","t72258","d",2011-02-28,2018-01-01 07:52:00,2018-01-01 08:03:00,FALSE
"talek","t72266","o",2011-02-28,2018-01-01 18:36:00,2018-01-01 19:15:00,FALSE
"talek","t7228","k",1994-06-17,2018-01-01 07:58:00,2018-01-01 09:51:00,FALSE
"talek","t72320","k",2011-03-05,2018-01-01 06:27:00,2018-01-01 08:18:00,FALSE
"talek","t7242","k",1994-06-19,2018-01-01 07:20:00,2018-01-01 07:25:00,TRUE
"talek","t72506","k",2011-04-07,2018-01-01 18:34:00,2018-01-01 18:56:00,TRUE
"talek","t72524","k",2011-04-08,2018-01-01 07:01:00,2018-01-01 07:45:00,TRUE
"talek","t72826","o",2011-05-09,2018-01-01 19:05:00,2018-01-01 19:10:00,TRUE
"talek","t72963","k",2011-05-18,2018-01-01 18:57:00,2018-01-01 19:20:00,TRUE
"talek","t73124","k",2011-06-01,2018-01-01 06:00:00,2018-01-01 09:09:00,FALSE
"talek","t73151","c",2011-06-02,2018-01-01 07:07:00,2018-01-01 07:12:00,TRUE
"talek","t732.4","o",1989-09-19,2018-01-01 06:08:00,2018-01-01 06:13:00,TRUE
"talek","t733","k",1989-09-19,2018-01-01 06:27:00,2018-01-01 07:50:00,FALSE
"talek","t74336","k",2011-09-20,2018-01-01 08:01:00,2018-01-01 08:06:00,TRUE
"talek","t74551","o",2011-10-11,2018-01-01 07:45:00,2018-01-01 08:21:00,TRUE
"talek","t74674","c",2011-10-24,2018-01-01 05:49:00,2018-01-01 07:37:00,FALSE
"talek","t74888","k",2011-11-18,2018-01-01 19:35:00,2018-01-01 19:42:00,FALSE
"talek","t75684","c",2012-02-03,2018-01-01 07:19:00,2018-01-01 07:46:00,FALSE
"talek","t75951","c",2012-02-25,2018-01-01 06:19:00,2018-01-01 07:03:00,FALSE
"talek","t7598","k",1994-07-19,2018-01-01 19:07:00,2018-01-01 20:35:00,FALSE
"talek","t76041","o",2012-03-02,2018-01-01 07:17:00,2018-01-01 07:32:00,FALSE
"talek","t76330.1","k",2012-03-23,2018-01-01 05:20:00,2018-01-01 05:42:00,TRUE
"talek","t76598","k",2012-05-05,2018-01-01 16:33:00,2018-01-01 16:38:00,TRUE
"talek","t76692","o",2012-05-18,2018-01-01 17:37:00,2018-01-01 17:42:00,TRUE
"talek","t76694","o",2012-05-18,2018-01-01 17:43:00,2018-01-01 17:48:00,TRUE
"talek","t76723","o",2012-05-19,2018-01-01 17:57:00,2018-01-01 18:02:00,TRUE
"talek","t76744","o",2012-05-21,2018-01-01 06:18:00,2018-01-01 06:23:00,TRUE
"talek","t76926","o",2012-05-29,2018-01-01 17:53:00,2018-01-01 18:01:00,FALSE
"talek","t77022","o",2012-06-02,2018-01-01 17:29:00,2018-01-01 17:34:00,TRUE
"talek","t77099","o",2012-06-07,2018-01-01 06:32:00,2018-01-01 08:17:00,FALSE
"talek","t77224","o",2012-06-14,2018-01-01 05:49:00,2018-01-01 07:24:00,FALSE
"talek","t77237","k",2012-06-15,2018-01-01 17:57:00,2018-01-01 18:53:00,TRUE
"talek","t77250","k",2012-06-16,2018-01-01 05:52:00,2018-01-01 06:54:00,FALSE
"talek","t77254","o",2012-06-16,2018-01-01 05:57:00,2018-01-01 06:53:00,TRUE
"talek","t77256","k",2012-06-16,2018-01-01 06:59:00,2018-01-01 07:54:00,FALSE
"talek","t77286","k",2012-06-18,2018-01-01 05:52:00,2018-01-01 06:43:00,FALSE
"talek","t77290.1","c",2012-06-18,2018-01-01 05:49:00,2018-01-01 05:57:00,TRUE
"talek","t77348","o",2012-06-20,2018-01-01 07:13:00,2018-01-01 07:37:00,TRUE
"talek","t77458","o",2012-06-29,2018-01-01 17:51:00,2018-01-01 18:08:00,TRUE
"talek","t77479","c",2012-06-30,2018-01-01 08:10:00,2018-01-01 08:49:00,TRUE
"talek","t77667","k",2012-07-10,2018-01-01 07:42:00,2018-01-01 09:26:00,FALSE
"talek","t77681","k",2012-07-12,2018-01-01 06:42:00,2018-01-01 07:24:00,FALSE
"talek","t77684","c",2012-07-12,2018-01-01 07:54:00,2018-01-01 08:00:00,TRUE
"talek","t77685","o",2012-07-12,2018-01-01 08:02:00,2018-01-01 08:07:00,TRUE
"talek","t77721","o",2012-07-14,2018-01-01 06:44:00,2018-01-01 06:57:00,TRUE
"talek","t77724","c",2012-07-14,2018-01-01 07:13:00,2018-01-01 08:19:00,FALSE
"talek","t77749","o",2012-07-15,2018-01-01 07:50:00,2018-01-01 07:56:00,TRUE
"talek","t78360","c",2012-08-26,2018-01-01 08:33:00,2018-01-01 09:03:00,FALSE
"talek","t785","d",1989-10-19,2018-01-01 06:14:00,2018-01-01 07:18:00,TRUE
"talek","t78564","c",2012-09-17,2018-01-01 06:16:00,2018-01-01 08:05:00,FALSE
"talek","t78684","o",2012-09-22,2018-01-01 09:07:00,2018-01-01 09:34:00,FALSE
"talek","t78795","c",2012-10-01,2018-01-01 18:11:00,2018-01-01 19:03:00,FALSE
"talek","t78815","o",2012-10-03,2018-01-01 06:09:00,2018-01-01 07:45:00,FALSE
"talek","t78824","o",2012-10-03,2018-01-01 17:27:00,2018-01-01 17:32:00,TRUE
"talek","t78832","o",2012-10-03,2018-01-01 19:05:00,2018-01-01 19:22:00,FALSE
"talek","t79357","k",2012-11-16,2018-01-01 07:02:00,2018-01-01 08:05:00,FALSE
"talek","t79432","k",2012-11-20,2018-01-01 18:02:00,2018-01-01 18:42:00,FALSE
"talek","t79498","c",2012-11-25,2018-01-01 18:15:00,2018-01-01 18:36:00,FALSE
"talek","t7969","k",1994-09-16,2018-01-01 07:11:00,2018-01-01 09:19:00,TRUE
"talek","t79834","c",2012-12-17,2018-01-01 06:05:00,2018-01-01 07:49:00,FALSE
"talek","t80003","o",2012-12-30,2018-01-01 06:13:00,2018-01-01 06:36:00,TRUE
"talek","t8012","d",1994-09-27,2018-01-01 06:13:00,2018-01-01 08:08:00,FALSE
"talek","t80207","k",2013-01-19,2018-01-01 06:49:00,2018-01-01 07:41:00,FALSE
"talek","t80249","o",2013-01-22,2018-01-01 06:19:00,2018-01-01 06:48:00,FALSE
"talek","t80301","o",2013-01-24,2018-01-01 18:43:00,2018-01-01 18:48:00,TRUE
"talek","t80411","o",2013-01-28,2018-01-01 18:05:00,2018-01-01 18:10:00,TRUE
"talek","t80449","o",2013-02-01,2018-01-01 17:32:00,2018-01-01 17:40:00,TRUE
"talek","t80511","o",2013-02-07,2018-01-01 06:50:00,2018-01-01 06:58:00,TRUE
"talek","t81061","o",2013-06-08,2018-01-01 06:23:00,2018-01-01 06:42:00,TRUE
"talek","t81889","o",2013-04-06,2018-01-01 07:03:00,2018-01-01 08:15:00,FALSE
"talek","t8195","k",1994-10-18,2018-01-01 07:08:00,2018-01-01 09:50:00,FALSE
"talek","t82122","o",2013-05-03,2018-01-01 07:48:00,2018-01-01 08:02:00,FALSE
"talek","t82209","o",2013-05-07,2018-01-01 18:30:00,2018-01-01 18:38:00,TRUE
"talek","t82236","k",2013-05-08,2018-01-01 18:27:00,2018-01-01 18:32:00,FALSE
"talek","t82253","o",2013-05-11,2018-01-01 19:57:00,2018-01-01 20:02:00,TRUE
"talek","t82308","o",2013-05-14,2018-01-01 06:07:00,2018-01-01 06:12:00,TRUE
"talek","t82394","o",2013-05-19,2018-01-01 18:33:00,2018-01-01 18:42:00,TRUE
"talek","t82406","c",2013-05-20,2018-01-01 06:08:00,2018-01-01 08:09:00,FALSE
"talek","t82472","o",2013-05-22,2018-01-01 07:09:00,2018-01-01 07:42:00,TRUE
"talek","t82493","c",2013-05-23,2018-01-01 06:28:00,2018-01-01 06:38:00,TRUE
"talek","t82549","k",2013-05-26,2018-01-01 08:08:00,2018-01-01 08:54:00,FALSE
"talek","t8358","d",1994-12-28,2018-01-01 06:23:00,2018-01-01 06:56:00,TRUE
"talek","t8427","k",1995-02-10,2018-01-01 09:24:00,2018-01-01 09:53:00,FALSE
"talek","t843","o",1989-11-15,2018-01-01 07:30:00,2018-01-01 08:14:00,TRUE
"talek","t8431","k",1995-02-10,2018-01-01 18:00:00,2018-01-01 18:54:00,FALSE
"talek","t8449.4","o",1995-02-15,2018-01-01 07:53:00,2018-01-01 07:58:00,TRUE
"talek","t8450","k",1995-02-15,2018-01-01 08:12:00,2018-01-01 09:23:00,TRUE
"talek","t84642","o",2013-11-19,2018-01-01 06:32:00,2018-01-01 06:51:00,TRUE
"talek","t84818","o",2013-12-04,2018-01-01 06:39:00,2018-01-01 07:01:00,TRUE
"talek","t84829","o",2013-12-05,2018-01-01 06:37:00,2018-01-01 06:53:00,TRUE
"talek","t84831","c",2013-12-05,2018-01-01 06:56:00,2018-01-01 07:40:00,TRUE
"talek","t84930","k",2013-12-22,2018-01-01 07:10:00,2018-01-01 08:28:00,FALSE
"talek","t84963","d",2013-12-24,2018-01-01 19:00:00,2018-01-01 19:58:00,FALSE
"talek","t8558","c",1995-02-19,2018-01-01 07:29:00,2018-01-01 07:48:00,FALSE
"talek","t8580","o",1995-03-07,2018-01-01 19:00:00,2018-01-01 19:31:00,FALSE
"talek","t8581","k",1995-03-08,2018-01-01 09:06:00,2018-01-01 10:20:00,FALSE
"talek","t8626","n",1995-03-25,2018-01-01 09:03:00,2018-01-01 09:14:00,FALSE
"talek","t8626.1","d",1995-03-25,2018-01-01 19:10:00,2018-01-01 19:15:00,TRUE
"talek","t864","o",1989-11-25,2018-01-01 06:11:00,2018-01-01 08:23:00,FALSE
"talek","t8642.12","k",1995-04-09,2018-01-01 06:50:00,2018-01-01 06:55:00,TRUE
"talek","t867.1","o",1989-11-26,2018-01-01 06:08:00,2018-01-01 06:13:00,FALSE
"talek","t867.2","k",1989-11-25,2018-01-01 19:02:00,2018-01-01 19:12:00,TRUE
"talek","t8685","k",1995-05-27,2018-01-01 06:35:00,2018-01-01 08:10:00,TRUE
"talek","t8689.1","o",1995-05-28,2018-01-01 18:05:00,2018-01-01 18:36:00,TRUE
"talek","t8699","k",1995-06-03,2018-01-01 06:50:00,2018-01-01 10:43:00,FALSE
"talek","t8710.23","o",1995-06-10,2018-01-01 08:14:00,2018-01-01 08:19:00,TRUE
"talek","t8755","c",1995-07-12,2018-01-01 08:05:00,2018-01-01 08:47:00,TRUE
"talek","t8784.4","o",1995-07-25,2018-01-01 06:46:00,2018-01-01 07:04:00,TRUE
"talek","t8784.5","o",1995-07-25,2018-01-01 07:07:00,2018-01-01 07:12:00,FALSE
"talek","t879","k",1989-12-02,2018-01-01 06:46:00,2018-01-01 08:06:00,FALSE
"talek","t8820","k",1995-08-24,2018-01-01 06:15:00,2018-01-01 06:38:00,FALSE
"talek","t8856","o",1995-09-12,2018-01-01 18:30:00,2018-01-01 18:40:00,FALSE
"talek","t888","k",1989-12-13,2018-01-01 07:05:00,2018-01-01 07:52:00,TRUE
"talek","t888.1","k",1989-12-13,2018-01-01 10:30:00,2018-01-01 14:30:00,TRUE
"talek","t888.2","k",1989-12-13,2018-01-01 14:30:00,2018-01-01 15:30:00,TRUE
"talek","t889","k",1989-12-13,2018-01-01 16:54:00,2018-01-01 18:54:00,FALSE
"talek","t8895","k",1995-09-30,2018-01-01 06:40:00,2018-01-01 07:55:00,FALSE
"talek","t891","k",1989-12-14,2018-01-01 06:43:00,2018-01-01 07:59:00,TRUE
"talek","t8967.7","k",1995-11-16,2018-01-01 17:50:00,2018-01-01 17:57:00,TRUE
"talek","t8968","k",1995-11-16,2018-01-01 18:21:00,2018-01-01 18:58:00,FALSE
"talek","t9001","c",1995-12-03,2018-01-01 07:00:00,2018-01-01 08:27:00,FALSE
"talek","t9008.11","o",1995-12-10,2018-01-01 08:25:00,2018-01-01 08:47:00,TRUE
"talek","t9025","k",1995-12-24,2018-01-01 06:32:00,2018-01-01 09:05:00,TRUE
"talek","t905.3","o",1989-12-19,2018-01-01 06:22:00,2018-01-01 06:27:00,TRUE
"talek","t9052","k",1996-01-17,2018-01-01 06:35:00,2018-01-01 06:55:00,FALSE
"talek","t908.1","k",1989-12-19,2018-01-01 18:30:00,2018-01-01 18:40:00,TRUE
"talek","t908.2","d",1989-12-19,2018-01-01 18:50:00,2018-01-01 18:55:00,FALSE
"talek","t9098.3","o",1996-02-19,2018-01-01 08:04:00,2018-01-01 08:13:00,TRUE
"talek","t9106","k",1996-02-25,2018-01-01 06:35:00,2018-01-01 07:32:00,FALSE
"talek","t9110.2","o",1996-03-06,2018-01-01 08:17:00,2018-01-01 08:22:00,FALSE
"talek","t9114","k",1996-03-08,2018-01-01 07:28:00,2018-01-01 08:30:00,FALSE
"talek","t9116.15","d",1996-03-11,2018-01-01 06:34:00,2018-01-01 06:39:00,TRUE
"talek","t9117","d",1996-03-11,2018-01-01 06:36:00,2018-01-01 06:59:00,FALSE
"talek","t9118","d",1996-03-11,2018-01-01 18:07:00,2018-01-01 18:50:00,FALSE
"talek","t9132.2","o",1996-03-22,2018-01-01 07:30:00,2018-01-01 07:45:00,FALSE
"talek","t9140","d",1996-03-26,2018-01-01 08:17:00,2018-01-01 08:37:00,FALSE
"talek","t9149.1","d",1996-04-06,2018-01-01 18:53:00,2018-01-01 18:58:00,TRUE
"talek","t9161.11","d",1996-04-15,2018-01-01 18:46:00,2018-01-01 18:51:00,TRUE
"talek","t9162","o",1996-04-15,2018-01-01 18:50:00,2018-01-01 19:11:00,FALSE
"talek","t9166","o",1996-04-17,2018-01-01 06:40:00,2018-01-01 07:26:00,FALSE
"talek","t9171","k",1996-04-20,2018-01-01 06:40:00,2018-01-01 07:25:00,FALSE
"talek","t9179","o",1996-05-03,2018-01-01 17:53:00,2018-01-01 18:36:00,TRUE
"talek","t9180","k",1996-05-04,2018-01-01 06:25:00,2018-01-01 07:14:00,FALSE
"talek","t9185","m",1996-05-09,2018-01-01 06:31:00,2018-01-01 06:57:00,FALSE
"talek","t9199","k",1996-05-26,2018-01-01 07:00:00,2018-01-01 07:30:00,TRUE
"talek","t9213.14","o",1996-06-05,2018-01-01 07:08:00,2018-01-01 07:13:00,TRUE
"talek","t9214","c",1996-06-06,2018-01-01 06:35:00,2018-01-01 07:02:00,TRUE
"talek","t9219","k",1996-06-10,2018-01-01 18:38:00,2018-01-01 19:18:00,FALSE
"talek","t9220","o",1996-06-11,2018-01-01 06:25:00,2018-01-01 07:13:00,FALSE
"talek","t936.2","k",1990-01-13,2018-01-01 18:30:00,2018-01-01 18:45:00,FALSE
"talek","t9404","k",1996-06-19,2018-01-01 06:00:00,2018-01-01 06:05:00,TRUE
"talek","t9408","o",1996-06-19,2018-01-01 07:03:00,2018-01-01 07:08:00,TRUE
"talek","t9409","c",1996-06-19,2018-01-01 07:12:00,2018-01-01 07:17:00,TRUE
"talek","t9574","k",1996-06-24,2018-01-01 17:53:00,2018-01-01 18:27:00,FALSE
"talek","t9688","k",1996-06-29,2018-01-01 06:20:00,2018-01-01 06:30:00,TRUE
"talek","t9794","k",1996-07-09,2018-01-01 06:19:00,2018-01-01 08:08:00,FALSE
"talek","t9846","m",1996-07-11,2018-01-01 18:20:00,2018-01-01 18:56:00,FALSE
"talek","t9888","k",1996-07-14,2018-01-01 06:46:00,2018-01-01 07:25:00,FALSE
"talek","t9975","o",1996-07-19,2018-01-01 17:36:00,2018-01-01 18:11:00,TRUE
"talek","t85430","o",2014-01-28,2018-01-01 07:09:00,2018-01-01 07:25:00,FALSE
"talek","t85784","o",2014-02-21,2018-01-01 08:05:00,2018-01-01 08:10:00,TRUE
"talek","t86458","o",2014-05-04,2018-01-01 18:55:00,2018-01-01 19:00:00,TRUE
"talek","t87226","k",2014-07-07,2018-01-01 17:36:00,2018-01-01 17:41:00,TRUE
"talek","t85135","c",2014-01-07,2018-01-01 08:51:00,2018-01-01 09:13:00,TRUE
"talek","t89894","o",2015-01-15,2018-01-01 18:23:00,2018-01-01 18:33:00,TRUE
"talek","t85142","o",2014-01-07,2018-01-01 06:47:00,2018-01-01 07:20:00,FALSE
"talek","t85229","c",2014-01-11,2018-01-01 07:10:00,2018-01-01 08:38:00,FALSE
"talek","t89935","c",2015-01-17,2018-01-01 18:45:00,2018-01-01 19:04:00,TRUE
"talek","t89937","o",2015-01-17,2018-01-01 19:13:00,2018-01-01 19:18:00,TRUE
"talek","t89939","o",2015-01-17,2018-01-01 19:23:00,2018-01-01 19:27:00,TRUE
"talek","t85396","c",2014-01-26,2018-01-01 07:13:00,2018-01-01 07:56:00,TRUE
"talek","t85498","o",2014-02-02,2018-01-01 07:06:00,2018-01-01 07:52:00,FALSE
"talek","t92168","o",2015-08-03,2018-01-01 17:59:00,2018-01-01 18:04:00,TRUE
"talek","t92682","c",2015-09-12,2018-01-01 09:07:00,2018-01-01 09:12:00,TRUE
"talek","t91208","k",2015-05-10,2018-01-01 17:42:00,2018-01-01 18:00:00,FALSE
"talek","t89838","c",2015-01-08,2018-01-01 19:42:00,2018-01-01 19:47:00,TRUE
"talek","t89945","d",2015-01-18,2018-01-01 06:02:00,2018-01-01 07:53:00,FALSE
"talek","t90145","o",2015-01-28,2018-01-01 17:21:00,2018-01-01 17:26:00,TRUE
"talek","t90885","c",2015-03-23,2018-01-01 07:33:00,2018-01-01 07:45:00,FALSE
"talek","t91670","k",2015-07-04,2018-01-01 07:11:00,2018-01-01 08:17:00,FALSE
"talek","t91678","k",2015-07-05,2018-01-01 07:53:00,2018-01-01 07:58:00,TRUE
"talek","t91682","k",2015-07-05,2018-01-01 07:21:00,2018-01-01 07:39:00,FALSE
"talek","t92017","c",2015-07-27,2018-01-01 07:10:00,2018-01-01 07:25:00,TRUE
"talek","t92061","c",2015-07-29,2018-01-01 05:57:00,2018-01-01 07:02:00,FALSE
"talek","t92144","k",2015-08-02,2018-01-01 06:25:00,2018-01-01 06:42:00,TRUE
"talek","t92654","d",2015-09-09,2018-01-01 19:23:00,2018-01-01 19:59:00,TRUE
"talek","t92779","k",2015-09-28,2018-01-01 06:01:00,2018-01-01 07:08:00,TRUE
"talek","t7124","o",1994-06-04,,,TRUE
